date,country,cases,deaths
2023-02-27,Global,675171439,6871808
2023-02-28,Global,675322238,6872682
2023-03-01,Global,675542852,6874463
2023-03-02,Global,675731911,6876031
2023-03-03,Global,675914580,6877325
2023-03-04,Global,675968775,6877601
2023-03-05,Global,676024901,6877749
2023-03-06,Global,676082941,6878115
2023-03-07,Global,676213378,6879038
2023-03-08,Global,676392824,6880483
2023-03-09,Global,676570149,6881802
